MACHINE_ID,TIMESTAMP,MESSAGE,ERROR
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,backoff:,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,  interval: 500ms,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,  multiplier: 1.5,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,  max_interval: 1m0s,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,  max_time: 15m0s,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,tunnels:,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,  moco:,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,    proto: sni,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,    addr: localhost:443,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,    host: b344f7d2-8104-4aee-aa6a-3163673b339e.taas.smartwireless.de,
224d1cf88daf44b8a20734f479a0f5ed,1677848854519096,status_port: 4044,
224d1cf88daf44b8a20734f479a0f5ed,1677848854879962, level 1 action start,MESSAGE= level 1 action start
224d1cf88daf44b8a20734f479a0f5ed,1677848854879962, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1677848855169799, level 1 action handshake addr 185.244.193.65:5225,MESSAGE= level 1 action handshake addr 185.244.193.65:5225
224d1cf88daf44b8a20734f479a0f5ed,1678242360485292, level 1 action disconnected,MESSAGE= level 1 action disconnected
224d1cf88daf44b8a20734f479a0f5ed,1678242360699466, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1678242370503944, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1678242370584796,failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout,MESSAGE=failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1678242370602215,"tunnel.service: Main process exited, code",
224d1cf88daf44b8a20734f479a0f5ed,1678242370644274,tunnel.service: Failed with result 'exit-code'.,MESSAGE=tunnel.service: Failed with result 'exit-code'.
224d1cf88daf44b8a20734f479a0f5ed,1678242370757492,"tunnel.service: Scheduled restart job, restart counter is at 1.",
224d1cf88daf44b8a20734f479a0f5ed,1678242370772308,Stopped SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1678242370816779,Started SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594, config server_addr: smartconnect.smartwireless.de:5225,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,tls_crt: /data/factory_settings/ssl/moco.crt,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,tls_key: /data/factory_settings/ssl/moco.key,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,root_ca: /data/factory_settings/ssl/smartconnectv2.crt,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,backoff:,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,  interval: 500ms,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,  multiplier: 1.5,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,  max_interval: 1m0s,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,  max_time: 15m0s,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,tunnels:,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,  moco:,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,    proto: sni,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,    addr: localhost:443,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,    host: b344f7d2-8104-4aee-aa6a-3163673b339e.taas.smartwireless.de,
224d1cf88daf44b8a20734f479a0f5ed,1678242371748594,status_port: 4044,
224d1cf88daf44b8a20734f479a0f5ed,1678242371761379, level 1 action start,MESSAGE= level 1 action start
224d1cf88daf44b8a20734f479a0f5ed,1678242371788395, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1678242381791297, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1678242381791297, level 1 action backoff sleep 552.330144ms,MESSAGE= level 1 action backoff sleep 552.330144ms
224d1cf88daf44b8a20734f479a0f5ed,1678242382347326, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1678242385424444, level 1 action handshake addr 185.244.193.65:5225,MESSAGE= level 1 action handshake addr 185.244.193.65:5225
224d1cf88daf44b8a20734f479a0f5ed,1678363838683849, level 1 action disconnected,MESSAGE= level 1 action disconnected
224d1cf88daf44b8a20734f479a0f5ed,1678363839248389, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1678363839996733, level 1 action handshake addr 185.244.193.65:5225,MESSAGE= level 1 action handshake addr 185.244.193.65:5225
224d1cf88daf44b8a20734f479a0f5ed,1678796190757976, level 1 action disconnected,MESSAGE= level 1 action disconnected
224d1cf88daf44b8a20734f479a0f5ed,1678796191166592, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1678796191568198, level 1 action handshake addr 185.244.193.65:5225,MESSAGE= level 1 action handshake addr 185.244.193.65:5225
224d1cf88daf44b8a20734f479a0f5ed,1679059126988521, level 1 action disconnected,MESSAGE= level 1 action disconnected
224d1cf88daf44b8a20734f479a0f5ed,1679059127438290, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1679059128100240, level 1 action handshake addr 185.244.193.65:5225,MESSAGE= level 1 action handshake addr 185.244.193.65:5225
224d1cf88daf44b8a20734f479a0f5ed,1679625702584880, level 1 action disconnected,MESSAGE= level 1 action disconnected
224d1cf88daf44b8a20734f479a0f5ed,1679625702783262, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1679625712601592, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1679625712695741,failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout,MESSAGE=failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1679625712719311,"tunnel.service: Main process exited, code",
224d1cf88daf44b8a20734f479a0f5ed,1679625712746451,tunnel.service: Failed with result 'exit-code'.,MESSAGE=tunnel.service: Failed with result 'exit-code'.
224d1cf88daf44b8a20734f479a0f5ed,1679625713010132,"tunnel.service: Scheduled restart job, restart counter is at 2.",
224d1cf88daf44b8a20734f479a0f5ed,1679625713023388,Stopped SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1679625713050647,Started SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706, config server_addr: smartconnect.smartwireless.de:5225,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,tls_crt: /data/factory_settings/ssl/moco.crt,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,tls_key: /data/factory_settings/ssl/moco.key,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,root_ca: /data/factory_settings/ssl/smartconnectv2.crt,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,backoff:,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,  interval: 500ms,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,  multiplier: 1.5,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,  max_interval: 1m0s,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,  max_time: 15m0s,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,tunnels:,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,  moco:,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,    proto: sni,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,    addr: localhost:443,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,    host: b344f7d2-8104-4aee-aa6a-3163673b339e.taas.smartwireless.de,
224d1cf88daf44b8a20734f479a0f5ed,1679625713281706,status_port: 4044,
224d1cf88daf44b8a20734f479a0f5ed,1679625713313393, level 1 action start,MESSAGE= level 1 action start
224d1cf88daf44b8a20734f479a0f5ed,1679625713318685, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1679625723323003, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1679625723323003, level 1 action backoff sleep 552.330144ms,MESSAGE= level 1 action backoff sleep 552.330144ms
224d1cf88daf44b8a20734f479a0f5ed,1679625723877845, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1679625733877009, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1679625733877009, level 1 action backoff sleep 1.080381816s,MESSAGE= level 1 action backoff sleep 1.080381816s
224d1cf88daf44b8a20734f479a0f5ed,1679625734961120, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1679625744959824, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1679625744959824, level 1 action backoff sleep 1.31013006s,MESSAGE= level 1 action backoff sleep 1.31013006s
224d1cf88daf44b8a20734f479a0f5ed,1679625746273620, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1679625753240145, level 1 action handshake addr 185.244.193.65:5225,MESSAGE= level 1 action handshake addr 185.244.193.65:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570081511019, level 1 action disconnected,MESSAGE= level 1 action disconnected
224d1cf88daf44b8a20734f479a0f5ed,1680570081714913, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570091548096, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570091601722,failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout,MESSAGE=failed to start tunnels: failed to connect to server: backoff limit exeded: dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570091619172,"tunnel.service: Main process exited, code",
224d1cf88daf44b8a20734f479a0f5ed,1680570091641631,tunnel.service: Failed with result 'exit-code'.,MESSAGE=tunnel.service: Failed with result 'exit-code'.
224d1cf88daf44b8a20734f479a0f5ed,1680570092010464,"tunnel.service: Scheduled restart job, restart counter is at 3.",
224d1cf88daf44b8a20734f479a0f5ed,1680570092044098,Stopped SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1680570092065091,Started SmartWireless Tunnel Daemon.,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119, config server_addr: smartconnect.smartwireless.de:5225,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,tls_crt: /data/factory_settings/ssl/moco.crt,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,tls_key: /data/factory_settings/ssl/moco.key,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,root_ca: /data/factory_settings/ssl/smartconnectv2.crt,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,backoff:,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,  interval: 500ms,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,  multiplier: 1.5,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,  max_interval: 1m0s,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,  max_time: 15m0s,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,tunnels:,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,  moco:,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,    proto: sni,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,    addr: localhost:443,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,    host: b344f7d2-8104-4aee-aa6a-3163673b339e.taas.smartwireless.de,
224d1cf88daf44b8a20734f479a0f5ed,1680570092252119,status_port: 4044,
224d1cf88daf44b8a20734f479a0f5ed,1680570092280367, level 1 action start,MESSAGE= level 1 action start
224d1cf88daf44b8a20734f479a0f5ed,1680570092287636, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570102294681, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570102294681, level 1 action backoff sleep 552.330144ms,MESSAGE= level 1 action backoff sleep 552.330144ms
224d1cf88daf44b8a20734f479a0f5ed,1680570102849192, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570112847830, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570112847830, level 1 action backoff sleep 1.080381816s,MESSAGE= level 1 action backoff sleep 1.080381816s
224d1cf88daf44b8a20734f479a0f5ed,1680570113930652, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570123930466, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570123930466, level 1 action backoff sleep 1.31013006s,MESSAGE= level 1 action backoff sleep 1.31013006s
224d1cf88daf44b8a20734f479a0f5ed,1680570125246239, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570135244234, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570135244234, level 1 action backoff sleep 1.582392691s,MESSAGE= level 1 action backoff sleep 1.582392691s
224d1cf88daf44b8a20734f479a0f5ed,1680570136830506, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570146828942, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570146828942, level 1 action backoff sleep 2.340488664s,MESSAGE= level 1 action backoff sleep 2.340488664s
224d1cf88daf44b8a20734f479a0f5ed,1680570149173159, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570159171706, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570159171706, level 1 action backoff sleep 4.506218855s,MESSAGE= level 1 action backoff sleep 4.506218855s
224d1cf88daf44b8a20734f479a0f5ed,1680570163683135, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570173687086, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570173687086, level 1 action backoff sleep 3.221479586s,MESSAGE= level 1 action backoff sleep 3.221479586s
224d1cf88daf44b8a20734f479a0f5ed,1680570176912533, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570186909502, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570186909502, level 1 action backoff sleep 5.608623477s,MESSAGE= level 1 action backoff sleep 5.608623477s
224d1cf88daf44b8a20734f479a0f5ed,1680570192521768, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570202520433, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570202520433, level 1 action backoff sleep 7.649837917s,MESSAGE= level 1 action backoff sleep 7.649837917s
224d1cf88daf44b8a20734f479a0f5ed,1680570210174020, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570220173784, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570220173784, level 1 action backoff sleep 15.394871241s,MESSAGE= level 1 action backoff sleep 15.394871241s
224d1cf88daf44b8a20734f479a0f5ed,1680570235582752, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570245581538, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570245581538, level 1 action backoff sleep 29.271137938s,MESSAGE= level 1 action backoff sleep 29.271137938s
224d1cf88daf44b8a20734f479a0f5ed,1680570274884080, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570284883357, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570284883357, level 1 action backoff sleep 56.813324746s,MESSAGE= level 1 action backoff sleep 56.813324746s
224d1cf88daf44b8a20734f479a0f5ed,1680570341756113, level 1 action dial network tcp addr smartconnect.smartwireless.de:5225,MESSAGE= level 1 action dial network tcp addr smartconnect.smartwireless.de:5225
224d1cf88daf44b8a20734f479a0f5ed,1680570351760109, level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout,MESSAGE= level 0 msg dial failed network tcp addr smartconnect.smartwireless.de:5225 err dial tcp: i/o timeout
224d1cf88daf44b8a20734f479a0f5ed,1680570351760109, level 1 action backoff sleep 42.855832355s,MESSAGE= level 1 action backoff sleep 42.855832355s
